PlayerId, SystemConfiguration, NumberOfGoals, NumberOfOperatorsPreCompilation, NumberOfPredicatesPreCompilation, NumberOfOperatorsPostCompilation, NumberOfPredicatesPostCompilation, NumberOfObservationsInput, NumberOfPlayerActionsTaken, Runtime, PlanRecognitionPrecision, PlanRecognitionRecall, PlanRecognitionF1Score, PlanRecognitionLevenshteinDistance, GoalRecognitionPrecision, GoalRecognitionRecall, GoalRecognitionF1Score, GoalRecognitionLevenshteinDistance
-1236709656, Baseline, 26, 14, 15, 641, 706, 1, 1, 1810.731, 0.307692307692308, 0.122448979591837, 0.175182481751825, 308, 0.666666666666667, 0.5, 0.571428571428572, 14
-1236709656, Baseline, 26, 14, 15, 642, 708, 2, 2, 2009.121, 0.142857142857143, 0.0714285714285714, 0.0952380952380952, 299, 0.666666666666667, 0.5, 0.571428571428572, 14
-1236709656, Baseline, 26, 14, 15, 644, 710, 3, 3, 1933.634, 0.186046511627907, 0.0816326530612245, 0.113475177304965, 312, 0.666666666666667, 0.5, 0.571428571428572, 14
-1236709656, Baseline, 26, 14, 15, 647, 712, 4, 4, 2527.847, 0.204081632653061, 0.102040816326531, 0.136054421768708, 291, 0.666666666666667, 0.5, 0.571428571428572, 14
-1236709656, Baseline, 26, 14, 15, 651, 714, 5, 5, 2630.225, 0.160714285714286, 0.0918367346938776, 0.116883116883117, 293, 0.666666666666667, 0.5, 0.571428571428572, 14
-1236709656, Baseline, 26, 14, 15, 656, 716, 6, 6, 687.299, 0.205882352941176, 0.0714285714285714, 0.106060606060606, 321, 0.666666666666667, 0.5, 0.571428571428572, 14
-1236709656, Baseline, 26, 14, 15, 662, 718, 7, 7, 584.156, 0.314285714285714, 0.112244897959184, 0.165413533834586, 317, 0.666666666666667, 0.5, 0.571428571428572, 14
-1236709656, Baseline, 26, 14, 15, 669, 720, 8, 8, 3325.12, 0.166666666666667, 0.102040816326531, 0.126582278481013, 298, 0.666666666666667, 0.5, 0.571428571428572, 14
-1236709656, Baseline, 26, 14, 15, 678, 722, 9, 9, 3569.638, 0.161290322580645, 0.102040816326531, 0.125, 297, 0.666666666666667, 0.5, 0.571428571428572, 14
-1236709656, Baseline, 26, 14, 15, 688, 724, 10, 10, 3938.681, 0.15625, 0.102040816326531, 0.123456790123457, 288, 0.666666666666667, 0.5, 0.571428571428572, 14
-1236709656, Baseline, 26, 14, 15, 698, 726, 11, 11, 4959.541, 0.180327868852459, 0.112244897959184, 0.138364779874214, 291, 0.666666666666667, 0.5, 0.571428571428572, 14
-1236709656, Baseline, 26, 14, 15, 709, 728, 12, 12, 620.947, 0.488372093023256, 0.214285714285714, 0.297872340425532, 288, 0.666666666666667, 0.5, 0.571428571428572, 14
