"","PlayerId","SystemConfiguration","NumberOfGoals","NumberOfOperatorsPreCompilation","NumberOfPredicatesPreCompilation","NumberOfOperatorsPostCompilation","NumberOfPredicatesPostCompilation","NumberOfObservationsInput","NumberOfPlayerActionsTaken","Runtime","PlanRecognitionPrecision","PlanRecognitionRecall","PlanRecognitionF1Score","PlanRecognitionLevenshteinDistance","GoalRecognitionPrecision","GoalRecognitionRecall","GoalRecognitionF1Score","GoalRecognitionLevenshteinDistance","IndexterCalculationTime"
"37",-1236709656," windowed",26,14,15,662,718,7,37,1391.753,0.186046511627907,0.0816326530612245,0.113475177304965,307,-1,0,0,21,0
"38",-1236709656," windowed",26,14,15,662,718,7,38,405.267,0.210526315789474,0.0816326530612245,0.117647058823529,298,-1,0,0,21,0
"39",-1236709656," windowed",26,14,15,662,718,7,39,2092.641,0.220338983050847,0.13265306122449,0.165605095541401,287,-1,0,0,21,0
"40",-1236709656," windowed",26,14,15,662,718,7,40,1693.335,0.0925925925925926,0.0510204081632653,0.0657894736842105,281,-1,0,0,21,0
"41",-1236709656," windowed",26,14,15,662,718,7,41,459.835,0.173913043478261,0.0816326530612245,0.111111111111111,288,-1,0,0,21,0
"42",-1236709656," windowed",26,14,15,662,718,7,42,1679.379,0.0769230769230769,0.0408163265306122,0.0533333333333333,283,-1,0,0,21,0
"43",-1236709656," windowed",26,14,15,662,718,7,43,1579.115,0.230769230769231,0.122448979591837,0.16,281,-1,0,0,21,0
"44",-1236709656," windowed",26,14,15,662,718,7,44,511.61,0.166666666666667,0.0714285714285714,0.1,281,-1,0,0,21,0
"45",-1236709656," windowed",26,14,15,662,718,7,45,568.401,0.222222222222222,0.102040816326531,0.13986013986014,269,-1,0,0,21,0
"46",-1236709656," windowed",26,14,15,662,718,7,46,2458.321,0.176470588235294,0.0918367346938776,0.120805369127517,290,-1,0,0,21,0
"47",-1236709656," windowed",26,14,15,662,718,7,47,2461.564,0.2,0.102040816326531,0.135135135135135,299,-1,0,0,21,0
"48",-1236709656," windowed",26,14,15,662,718,7,48,2330.367,0.156862745098039,0.0816326530612245,0.10738255033557,292,-1,0,0,21,0
"49",-1236709656," windowed",26,14,15,662,718,7,49,2269.195,0.134615384615385,0.0714285714285714,0.0933333333333333,290,-1,0,0,21,0
"50",-1236709656," windowed",26,14,15,662,718,7,50,2257.9,0.134615384615385,0.0714285714285714,0.0933333333333333,290,-1,0,0,21,0
"51",-1236709656," windowed",26,14,15,662,718,7,51,2272.021,0.134615384615385,0.0714285714285714,0.0933333333333333,290,-1,0,0,21,0
"52",-1236709656," windowed",26,14,15,662,718,7,52,2264.377,0.134615384615385,0.0714285714285714,0.0933333333333333,290,-1,0,0,21,0
"53",-1236709656," windowed",26,14,15,662,718,7,53,2254.992,0.134615384615385,0.0714285714285714,0.0933333333333333,290,-1,0,0,21,0
"54",-1236709656," windowed",26,14,15,662,718,7,54,2257.562,0.134615384615385,0.0714285714285714,0.0933333333333333,290,-1,0,0,21,0
"55",-1236709656," windowed",26,14,15,662,718,7,55,2266.537,0.134615384615385,0.0714285714285714,0.0933333333333333,290,-1,0,0,21,0
"56",-1236709656," windowed",26,14,15,662,718,7,56,2265.19,0.134615384615385,0.0714285714285714,0.0933333333333333,290,-1,0,0,21,0
"57",-1236709656," windowed",26,14,15,662,718,7,57,399.732,0.166666666666667,0.0612244897959184,0.0895522388059702,327,-1,0,0,21,0
"58",-1236709656," windowed",26,14,15,662,718,7,58,381.746,0.0588235294117647,0.0204081632653061,0.0303030303030303,329,-1,0,0,21,0
