PlayerId, SystemConfiguration, NumberOfGoals, NumberOfOperatorsPreCompilation, NumberOfPredicatesPreCompilation, NumberOfOperatorsPostCompilation, NumberOfPredicatesPostCompilation, NumberOfObservationsInput, NumberOfPlayerActionsTaken, Runtime, PlanRecognitionPrecision, PlanRecognitionRecall, PlanRecognitionF1Score, PlanRecognitionLevenshteinDistance, GoalRecognitionPrecision, GoalRecognitionRecall, GoalRecognitionF1Score, GoalRecognitionLevenshteinDistance, IndexterCalculationTime, NumberOfAdoptedQuestParts, NumberOfCompletedQuestParts, NumberOfActiveQuestParts, NumberOfAdoptedQuests, NumberOfCompletedQuests, NumberOfActiveQuests, EquipQuest-adopted, EquipQuest-complete, EquipQuest-knol, FetchQuest-adopted, FetchQuest-complete, FetchQuest-knol, PilgrimageQuest-adopted, PilgrimageQuest-complete, PilgrimageQuest-knol, LoveQuest-Letter-adopted, LoveQuest-Letter-complete, LoveQuest-Letter-knol, LoveQuest-Gift-adopted, LoveQuest-Gift-complete, LoveQuest-Gift-knol, LoveQuest-Letter-adopted, LoveQuest-Letter-complete, LoveQuest-Letter-knol, LoveQuest-aggregate-adopted, LoveQuest-aggregate-complete, LoveQuest-avg-knol, WisdomQuest-Coin-adopted, WisdomQuest-Coin-complete, WisdomQuest-Coin-knol, WisdomQuest-Humanskull-adopted, WisdomQuest-Humanskull-complete, WisdomQuest-Humanskull-knol, WisdomQuest-Candle-adopted, WisdomQuest-Candle-complete, WisdomQuest-Candle-knol, WisdomQuest-aggregate-adopted, WisdomQuest-aggregate-complete, WisdomQuest-avg-knol
594492560, windowed, 26, 14, 15, 641, 706, 1, 1, 1168.595, 0.230769230769231, 0.103448275862069, 0.142857142857143, 272, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 642, 708, 2, 2, 1461.399, 0.122448979591837, 0.0689655172413793, 0.0882352941176471, 277, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 644, 710, 3, 3, 1445.172, 0.13953488372093, 0.0689655172413793, 0.0923076923076923, 285, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 647, 712, 4, 4, 1742.263, 0.170212765957447, 0.0919540229885057, 0.119402985074627, 277, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 651, 714, 5, 5, 1705.536, 0.191489361702128, 0.103448275862069, 0.134328358208955, 274, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 656, 716, 6, 6, 416.496, 0.363636363636364, 0.137931034482759, 0.2, 295, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 7, 1899.585, 0.191489361702128, 0.103448275862069, 0.134328358208955, 274, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 8, 1100.401, 0.184210526315789, 0.0804597701149425, 0.112, 280, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 9, 955.506, 0.25, 0.0919540229885057, 0.134453781512605, 299, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 10, 1108.005, 0.352941176470588, 0.137931034482759, 0.198347107438017, 286, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 11, 1306.953, 0.22, 0.126436781609195, 0.160583941605839, 235, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 12, 393.539, 0.111111111111111, 0.0459770114942529, 0.0650406504065041, 274, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 13, 405.406, 0.157894736842105, 0.0689655172413793, 0.096, 266, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 14, 1322.064, 0.116279069767442, 0.0574712643678161, 0.0769230769230769, 261, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 15, 1682.371, 0.177777777777778, 0.0919540229885057, 0.121212121212121, 249, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 16, 1686.882, 0.122448979591837, 0.0689655172413793, 0.0882352941176471, 244, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 17, 430.893, 0.0975609756097561, 0.0459770114942529, 0.0625, 259, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 18, 429.349, 0.230769230769231, 0.103448275862069, 0.142857142857143, 272, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 19, 1574.248, 0.146341463414634, 0.0689655172413793, 0.09375, 270, -1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, -1, False, False, 0, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 20, 1638.201, 0.133333333333333, 0.0689655172413793, 0.0909090909090909, 260, -1, 0, 0, 24, 0, 1, 0, 1, 1, 0, 1, False, False, -1, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 21, 1757.16, 0.155555555555556, 0.0804597701149425, 0.106060606060606, 258, -1, 0, 0, 24, 0, 1, 0, 1, 1, 0, 1, False, False, -1, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 22, 2181.443, 0.230769230769231, 0.103448275862069, 0.142857142857143, 277, -1, 0, 0, 24, 0, 1, 0, 1, 1, 0, 1, False, False, -1, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 23, 1393.96, 0.166666666666667, 0.0919540229885057, 0.118518518518519, 249, -1, 0, 0, 24, 0, 1, 0, 1, 1, 0, 1, False, False, -1, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 24, 388.972, 0.210526315789474, 0.0919540229885057, 0.128, 282, -1, 0, 0, 24, 0, 1, 0, 1, 1, 0, 1, False, False, -1, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 25, 405.198, 0.305555555555556, 0.126436781609195, 0.178861788617886, 279, -1, 0, 0, 24, 0, 1, 0, 1, 1, 0, 1, False, False, -1, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 26, 1250.385, 0.0909090909090909, 0.0459770114942529, 0.0610687022900763, 258, -1, 0, 0, 24, 0, 1, 0, 1, 1, 0, 1, False, False, -1, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, False, False, -1, False, False, 0
594492560, windowed, 26, 14, 15, 662, 718, 7, 27, 1172.22, 0.1, 0.0459770114942529, 0.062992125984252, 266, -1, 0, 0, 24, 0, 1, 0, 1, 1, 0, 1, False, False, -1, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, True, False, 0.4, False, False, -1, False, False, -1, False, False, -1, False, False, 0
