PlayerId, SystemConfiguration, NumberOfGoals, NumberOfOperatorsPreCompilation, NumberOfPredicatesPreCompilation, NumberOfOperatorsPostCompilation, NumberOfPredicatesPostCompilation, NumberOfObservationsInput, NumberOfPlayerActionsTaken, Runtime, PlanRecognitionPrecision, PlanRecognitionRecall, PlanRecognitionF1Score, PlanRecognitionLevenshteinDistance, GoalRecognitionPrecision, GoalRecognitionRecall, GoalRecognitionF1Score, GoalRecognitionLevenshteinDistance
-612833841, Baseline, 26, 14, 15, 641, 706, 1, 1, 1951.553, 0.179487179487179, 0.0707070707070707, 0.101449275362319, 315, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 642, 708, 2, 2, 2393.946, 0.142857142857143, 0.0707070707070707, 0.0945945945945946, 306, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 644, 710, 3, 3, 2268.074, 0.116279069767442, 0.0505050505050505, 0.0704225352112676, 312, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 647, 712, 4, 4, 3020.715, 0.229166666666667, 0.111111111111111, 0.149659863945578, 305, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 651, 714, 5, 5, 3093.451, 0.14, 0.0707070707070707, 0.0939597315436242, 302, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 656, 716, 6, 6, 3473.637, 0.117647058823529, 0.0606060606060606, 0.08, 301, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 662, 718, 7, 7, 667.893, 0.4, 0.141414141414141, 0.208955223880597, 335, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 669, 720, 8, 8, 3695.621, 0.0638297872340425, 0.0303030303030303, 0.0410958904109589, 319, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 677, 722, 9, 9, 4398.399, 0.142857142857143, 0.0707070707070707, 0.0945945945945946, 317, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 686, 724, 10, 10, 4841.692, 0.0588235294117647, 0.0303030303030303, 0.04, 317, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 696, 726, 11, 11, 5177.574, 0.0588235294117647, 0.0303030303030303, 0.04, 317, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 707, 728, 12, 12, 825.135, 0.380952380952381, 0.161616161616162, 0.226950354609929, 309, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 719, 730, 13, 13, 868.345, 0.386363636363636, 0.171717171717172, 0.237762237762238, 299, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
-612833841, Baseline, 26, 14, 15, 732, 732, 14, 14, 872.197, 0.386363636363636, 0.171717171717172, 0.237762237762238, 300, 0.333333333333333, 0.333333333333333, 0.333333333333333, 15
